cidade,data,ano,mes,temperatura_media,precipitacao,casos
Rio Branco,2020-11-05,2020,11,,,2
Rio Branco,2020-11-19,2020,11,,,3
Rio Branco,2020-11-25,2020,11,,,4
Rio Branco,2020-12-11,2020,12,,,8
Rio Branco,2020-12-21,2020,12,,,15
Rio Branco,2020-12-24,2020,12,,,20
Rio Branco,2017-05-04,2017,5,27.299999999999997,0.0,1
,2017-05-19,2017,5,27.549999999999997,22.599999999999998,
Rio Branco,2017-11-17,2017,11,,,1
Rio Branco,2017-12-24,2017,12,,,3
,2017-05-27,2017,5,28.049999999999997,4.2,
,2017-07-21,2017,7,23.5,0.0,
,2017-10-15,2017,10,,,
,2017-10-22,2017,10,,,
Rio Branco,2017-11-23,2017,11,,,3
Rio Branco,2017-12-18,2017,12,,,2
Rio Branco,2017-12-19,2017,12,,,2
Rio Branco,2017-04-07,2017,4,27.35,0.0,2
Rio Branco,2017-10-10,2017,10,,,1
Rio Branco,2017-12-27,2017,12,,,4
Rio Branco,2017-12-31,2017,12,,,1
,2017-09-12,2017,9,22.85,0.0,
,2017-09-13,2017,9,29.35,0.2,
Rio Branco,2017-08-12,2017,8,28.6,0.2,1
Rio Branco,2017-11-10,2017,11,,,3
Rio Branco,2017-08-28,2017,8,30.4,0.0,2
Rio Branco,2017-11-14,2017,11,,,1
Rio Branco,2017-06-09,2017,6,27.299999999999997,0.0,1
,2017-09-17,2017,9,23.0,0.0,
,2017-07-02,2017,7,24.75,0.0,
Rio Branco,2017-07-08,2017,7,25.65,0.2,1
,2017-06-18,2017,6,26.0,0.0,
Rio Branco,2017-04-29,2017,4,24.45,0.0,1
,2017-06-17,2017,6,26.299999999999997,0.0,
,2017-09-06,2017,9,27.0,0.0,
,2017-06-27,2017,6,26.55,0.0,
,2017-01-04,2017,1,26.25,18.0,
Rio Branco,2017-06-29,2017,6,26.0,0.4,1
,2017-09-28,2017,9,26.0,0.2,
Rio Branco,2017-01-06,2017,1,24.450000000000003,55.20000000000001,2
Rio Branco,2017-01-24,2017,1,26.0,15.6,4
Rio Branco,2017-01-05,2017,1,25.9,30.2,1
Rio Branco,2017-01-03,2017,1,25.7,0.4,2
,2017-01-29,2017,1,24.75,42.0,
Rio Branco,2017-02-09,2017,2,27.0,5.2,1
Rio Branco,2017-03-01,2017,3,26.85,3.8,4
Rio Branco,2017-01-27,2017,1,24.9,9.199999999999998,3
,2017-02-28,2017,2,27.55,0.0,
Rio Branco,2017-02-15,2017,2,26.799999999999997,0.0,4
,2017-08-30,2017,8,28.5,20.4,
Rio Branco,2017-09-14,2017,9,27.7,18.4,1
Rio Branco,2017-01-31,2017,1,26.75,0.0,7
,2017-09-04,2017,9,29.6,0.0,
,2017-09-21,2017,9,29.25,0.0,
Rio Branco,2015-03-20,2015,3,,,4
Rio Branco,2015-04-20,2015,4,,,6
Rio Branco,2015-05-27,2015,5,,,3
Rio Branco,2015-05-29,2015,5,,,3
,2015-09-13,2015,9,,,
Rio Branco,2015-04-05,2015,4,,,1
,2015-07-24,2015,7,,,
Rio Branco,2015-09-20,2015,9,,,1
,2015-07-04,2015,7,,,
,2015-08-24,2015,8,,,
,2015-08-30,2015,8,,,
Rio Branco,2015-09-03,2015,9,,,1
,2015-07-09,2015,7,,,
,2015-08-09,2015,8,,,
,2015-04-25,2015,4,,,
,2015-06-11,2015,6,,,
Rio Branco,2015-04-07,2015,4,,,1
Rio Branco,2015-05-17,2015,5,,,2
Rio Branco,2015-11-03,2015,11,25.85,9.799999999999999,1
Rio Branco,2015-12-19,2015,12,26.05,33.800000000000004,4
Rio Branco,2015-01-09,2015,1,25.0,24.200000000000003,3
Rio Branco,2015-02-24,2015,2,25.65,1.2000000000000002,4
,2015-11-04,2015,11,27.15,0.0,
Rio Branco,2015-02-03,2015,2,26.700000000000003,1.8,1
,2015-11-12,2015,11,27.5,4.2,
Rio Branco,2015-01-11,2015,1,25.5,8.6,2
Rio Branco,2015-01-24,2015,1,25.049999999999997,0.0,1
Rio Branco,2015-01-29,2015,1,26.35,7.4,2
Rio Branco,2015-12-30,2015,12,24.049999999999997,44.4,1
Rio Branco,2015-02-15,2015,2,27.15,9.6,2
,2015-11-13,2015,11,28.85,0.0,
Rio Branco,2015-05-01,2015,5,25.25,8.8,2
,2015-01-25,2015,1,25.35,0.4,
,2015-10-26,2015,10,29.35,0.0,
,2015-11-10,2015,11,29.0,3.2,
,2015-11-18,2015,11,28.650000000000002,0.0,
Rio Branco,2015-12-14,2015,12,28.1,0.0,1
Rio Branco,2016-03-31,2016,3,,,1
Rio Branco,2016-08-18,2016,8,,,1
Rio Branco,2016-09-02,2016,9,,,1
,2016-07-11,2016,7,,,
,2016-08-07,2016,8,,,
Rio Branco,2016-03-23,2016,3,24.9,0.0,3
Rio Branco,2016-04-07,2016,4,,,2
Rio Branco,2016-05-28,2016,5,,,1
,2016-08-19,2016,8,,,
,2016-06-03,2016,6,,,
,2016-08-27,2016,8,,,
Rio Branco,2016-07-09,2016,7,,,1
,2016-08-01,2016,8,,,
,2016-09-10,2016,9,,,
,2016-09-17,2016,9,,,
Rio Branco,2016-09-12,2016,9,,,1
Rio Branco,2016-12-14,2016,12,26.4,0.0,2
Rio Branco,2016-10-30,2016,10,28.200000000000003,0.0,1
Rio Branco,2016-12-11,2016,12,27.75,0.0,1
Rio Branco,2016-01-22,2016,1,28.25,5.2,3
Rio Branco,2016-12-09,2016,12,27.0,60.4,1
Rio Branco,2016-03-14,2016,3,27.1,0.0,2
,2016-10-21,2016,10,27.15,90.2,
,2016-12-08,2016,12,26.950000000000003,3.0,
,2016-10-02,2016,10,26.6,10.4,
Rio Branco,2016-02-18,2016,2,27.400000000000002,0.0,5
Rio Branco,2016-10-03,2016,10,26.85,39.0,1
Rio Branco,2016-03-03,2016,3,28.150000000000002,1.4,10
Rio Branco,2016-03-10,2016,3,28.0,0.6,5
,2016-01-08,2016,1,28.35,1.7999999999999998,
Rio Branco,2016-03-01,2016,3,27.1,4.000000000000001,11
Rio Branco,2016-01-30,2016,1,27.25,0.2,6
Rio Branco,2016-01-15,2016,1,27.049999999999997,0.6000000000000001,1
Rio Branco,2016-01-28,2016,1,26.7,0.4,4
Rio Branco,2016-03-11,2016,3,24.45,5.4,3
Rio Branco,2016-11-18,2016,11,22.5,16.6,1
Rio Branco,2024-01-28,2024,1,27.85,3.4000000000000004,2
,2024-09-10,2024,9,29.35,0.0,
Rio Branco,2023-08-28,2023,8,28.0,0.0,1
Rio Branco,2024-06-04,2024,6,26.549999999999997,0.0,2
Rio Branco,2023-04-29,2023,4,27.75,0.0,1
,2024-09-14,2024,9,30.599999999999998,0.0,
Rio Branco,2024-08-22,2024,8,29.35,0.0,1
,2024-08-30,2024,8,27.8,0.0,
,2024-10-30,2024,10,29.049999999999997,0.0,
Rio Branco,2023-08-31,2023,8,29.950000000000003,0.0,1
,2024-06-24,2024,6,27.5,0.0,
,2024-04-21,2024,4,29.65,0.0,
Rio Branco,2023-08-16,2023,8,27.049999999999997,0.0,1
Rio Branco,2023-05-01,2023,5,27.75,0.2,2
Rio Branco,2023-04-07,2023,4,26.0,45.6,4
,2023-07-27,2023,7,27.7,0.0,
Rio Branco,2023-09-18,2023,9,27.8,0.0,2
Rio Branco,2024-04-10,2024,4,27.049999999999997,11.799999999999999,1
Rio Branco,2024-11-10,2024,11,28.15,0.0,1
Rio Branco,2023-10-08,2023,10,30.85,2.0,1
,2023-09-03,2023,9,28.05,1.0,
Rio Branco,2023-05-02,2023,5,27.1,0.0,3
Rio Branco,2023-06-06,2023,6,27.1,0.6,2
,2023-07-01,2023,7,25.55,0.0,
Rio Branco,2023-05-12,2023,5,26.45,0.0,4
Rio Branco,2023-12-31,2023,12,28.349999999999998,14.2,2
Rio Branco,2024-02-05,2024,2,27.2,0.2,13
Rio Branco,2023-02-07,2023,2,27.35,0.8,5
Rio Branco,2023-03-05,2023,3,27.1,8.799999999999999,3
Rio Branco,2024-04-26,2024,4,28.4,0.0,2
,2024-06-05,2024,6,26.4,0.0,
,2023-04-27,2023,4,27.5,0.2,
Rio Branco,2023-01-13,2023,1,26.450000000000003,0.0,7
Rio Branco,2024-11-08,2024,11,26.4,19.4,1
Rio Branco,2023-12-18,2023,12,27.1,0.0,30
Rio Branco,2024-04-22,2024,4,29.5,0.2,4
Rio Branco,2024-10-16,2024,10,29.45,0.0,5
,2023-09-25,2023,9,29.9,0.0,
Rio Branco,2024-01-10,2024,1,27.25,19.599999999999998,9
Rio Branco,2023-12-24,2023,12,28.75,48.0,9
Rio Branco,2023-01-06,2023,1,24.799999999999997,0.4,1
Rio Branco,2024-03-12,2024,3,29.65,0.0,2
Rio Branco,2024-03-13,2024,3,29.5,0.2,15
,2023-07-12,2023,7,27.25,0.0,
Rio Branco,2024-08-15,2024,8,26.7,0.0,2
Rio Branco,2023-12-26,2023,12,26.4,13.6,18
Rio Branco,2023-01-15,2023,1,27.299999999999997,2.0,2
Rio Branco,2024-05-26,2024,5,18.55,0.0,1
Rio Branco,2024-07-31,2024,7,25.65,0.0,3
Rio Branco,2023-09-01,2023,9,29.55,18.2,1
Rio Branco,2023-10-23,2023,10,31.15,0.0,2
,2024-09-04,2024,9,29.4,0.6,
Rio Branco,2023-03-08,2023,3,28.200000000000003,0.0,8
Rio Branco,2024-06-30,2024,6,22.200000000000003,0.4,2
Rio Branco,2023-05-18,2023,5,28.05,30.6,1
Rio Branco,2023-04-04,2023,4,26.85,1.4,5
Rio Branco,2024-11-28,2024,11,26.35,0.0,4
Rio Branco,2023-02-10,2023,2,27.35,14.199999999999998,3
,2024-06-13,2024,6,27.4,0.0,
Rio Branco,2023-07-16,2023,7,25.7,0.0,1
Rio Branco,2023-09-30,2023,9,29.25,0.2,1
Rio Branco,2023-02-08,2023,2,26.8,55.400000000000006,3
,2018-04-18,2018,4,,,
,2018-03-15,2018,3,,,
,2018-03-20,2018,3,,,
,2018-05-02,2018,5,,,
,2018-03-09,2018,3,,,
,2018-06-25,2018,6,24.95,24.4,
,2018-07-09,2018,7,25.05,12.399999999999999,
Boa Vista,2018-08-27,2018,8,26.549999999999997,40.4,2
,2018-09-15,2018,9,28.35,0.0,
,2018-06-26,2018,6,26.1,10.599999999999998,
,2018-07-15,2018,7,26.65,0.0,
,2018-05-27,2018,5,24.65,29.8,
,2018-05-08,2018,5,25.35,20.599999999999998,
,2018-07-22,2018,7,26.799999999999997,3.8,
Boa Vista,2018-09-05,2018,9,26.85,67.99999999999999,1
,2018-12-03,2018,12,27.75,0.0,
,2018-12-06,2018,12,28.2,0.0,
,2018-10-20,2018,10,28.700000000000003,0.0,
,2018-05-20,2018,5,27.8,17.0,
,2018-05-13,2018,5,28.0,0.8,
,2018-09-16,2018,9,29.0,0.0,
,2018-09-08,2018,9,27.849999999999998,2.4,
,2018-05-06,2018,5,27.45,8.0,
,2018-06-01,2018,6,27.900000000000002,0.2,
,2018-01-04,2018,1,28.65,0.0,
Boa Vista,2018-05-21,2018,5,27.35,7.400000000000001,1
,2018-02-08,2018,2,29.450000000000003,0.0,
,2018-01-28,2018,1,28.950000000000003,0.0,
,2018-09-21,2018,9,28.65,9.399999999999999,
,2018-11-24,2018,11,29.25,0.0,
,2018-01-11,2018,1,29.65,0.0,
,2018-12-18,2018,12,29.2,0.0,
,2018-05-14,2018,5,28.55,7.2,
,2018-10-07,2018,10,30.05,0.0,
Boa Vista,2018-06-11,2018,6,28.1,0.0,1
,2018-02-28,2018,2,30.450000000000003,0.0,
Boa Vista,2018-10-29,2018,10,30.4,0.0,2
,2018-11-25,2018,11,29.549999999999997,9.0,
Boa Vista,2018-12-11,2018,12,29.45,0.0,1
,2018-02-24,2018,2,28.450000000000003,0.0,
,2018-10-28,2018,10,30.3,0.0,
,2018-11-20,2018,11,30.6,0.0,
,2018-03-01,2018,3,30.650000000000002,0.0,
,2022-01-05,2022,1,,,
,2022-01-08,2022,1,,,
,2022-01-10,2022,1,,,
,2022-01-15,2022,1,,,
,2022-01-27,2022,1,,,
,2022-01-30,2022,1,,,
,2022-02-13,2022,2,,,
,2022-02-17,2022,2,,,
,2022-02-26,2022,2,,,
,2022-03-04,2022,3,,,
,2022-03-09,2022,3,,,
,2022-03-12,2022,3,,,
,2022-03-29,2022,3,27.3,0.0,
,2022-04-03,2022,4,26.6,,
,2022-04-05,2022,4,28.75,,
,2022-04-15,2022,4,26.6,,
,2022-04-24,2022,4,27.6,,
,2022-05-24,2022,5,26.65,,
,2022-05-27,2022,5,26.75,,
,2022-05-31,2022,5,25.4,,
,2022-06-22,2022,6,26.95,,
,2022-06-28,2022,6,26.3,,
,2022-08-14,2022,8,28.5,,
,2022-08-19,2022,8,29.549999999999997,,
,2022-09-09,2022,9,27.6,,
,2022-09-13,2022,9,28.55,,
,2022-09-14,2022,9,28.7,,
,2022-09-16,2022,9,28.9,,
,2022-09-22,2022,9,28.7,,
,2022-09-27,2022,9,28.7,,
,2022-09-28,2022,9,29.200000000000003,,
Boa Vista,2022-10-03,2022,10,28.599999999999998,,1
,2022-10-14,2022,10,28.9,,
,2022-10-19,2022,10,27.5,,
,2022-10-21,2022,10,29.45,,
,2022-10-27,2022,10,29.200000000000003,,
Boa Vista,2022-10-29,2022,10,29.150000000000002,,1
,2022-11-02,2022,11,28.799999999999997,,
,2022-11-10,2022,11,28.85,,
,2022-11-21,2022,11,28.6,,
,2022-11-23,2022,11,28.85,,
,2022-12-10,2022,12,28.2,0.6,
,2022-12-18,2022,12,27.900000000000002,0.0,
,2022-12-19,2022,12,27.1,0.0,
,2022-12-23,2022,12,27.3,0.0,
,2022-12-31,2022,12,28.25,0.8,
Boa Vista,2020-01-02,2020,1,27.2,0.0,4
Boa Vista,2020-01-04,2020,1,27.950000000000003,0.0,7
Boa Vista,2020-01-20,2020,1,29.549999999999997,0.0,5
Boa Vista,2020-02-07,2020,2,28.65,0.0,18
Boa Vista,2020-02-14,2020,2,29.35,0.0,3
Boa Vista,2020-02-15,2020,2,29.849999999999998,0.0,5
Boa Vista,2020-03-03,2020,3,29.95,0.0,3
,2020-03-22,2020,3,30.75,0.0,
,2020-04-24,2020,4,29.9,0.0,
,2020-04-27,2020,4,29.95,0.0,
,2020-05-02,2020,5,27.95,6.800000000000001,
,2020-05-09,2020,5,27.35,20.599999999999998,
,2020-06-05,2020,6,29.6,0.2,
,2020-06-08,2020,6,26.6,76.0,
,2020-06-28,2020,6,28.3,0.2,
,2020-06-30,2020,6,27.5,2.2,
,2020-07-04,2020,7,28.3,0.0,
,2020-07-09,2020,7,27.75,0.6000000000000001,
,2020-07-11,2020,7,26.65,18.2,
,2020-07-13,2020,7,27.75,1.4,
,2020-08-13,2020,8,28.65,0.8,
,2020-08-14,2020,8,28.599999999999998,3.8,
,2020-08-21,2020,8,29.4,0.0,
,2020-09-03,2020,9,26.950000000000003,26.4,
,2020-09-05,2020,9,28.15,0.0,
,2020-09-08,2020,9,26.95,2.8000000000000003,
,2020-09-18,2020,9,,,
,2020-09-28,2020,9,,,
,2020-09-30,2020,9,,,
,2020-10-06,2020,10,,,
,2020-11-02,2020,11,,,
,2020-11-12,2020,11,,,
,2020-11-26,2020,11,,,
Boa Vista,2020-11-27,2020,11,,,1
,2020-11-28,2020,11,,,
,2020-12-10,2020,12,,,
,2020-12-29,2020,12,27.950000000000003,0.0,
,2017-06-01,2017,6,28.7,0.0,
,2017-06-08,2017,6,26.4,23.0,
,2017-06-17,2017,6,28.25,3.4000000000000004,
,2017-06-30,2017,6,26.0,3.8000000000000003,
Boa Vista,2017-07-02,2017,7,25.950000000000003,2.4000000000000004,3
,2017-05-17,2017,5,24.75,2.8000000000000003,
,2017-05-16,2017,5,28.45,1.2,
Boa Vista,2017-05-13,2017,5,26.6,0.0,1
,2017-02-22,2017,2,27.05,22.400000000000002,
,2017-07-29,2017,7,27.0,12.0,
Boa Vista,2017-10-08,2017,10,27.549999999999997,0.2,1
,2017-12-28,2017,12,27.8,5.200000000000001,
,2017-03-21,2017,3,26.2,0.2,
Boa Vista,2017-07-21,2017,7,25.8,1.4000000000000001,1
Boa Vista,2017-02-24,2017,2,26.8,3.4,1
,2017-08-15,2017,8,28.65,11.399999999999999,
Boa Vista,2017-08-08,2017,8,28.650000000000002,0.0,1
,2017-03-03,2017,3,27.799999999999997,1.0,
,2017-03-15,2017,3,28.75,0.0,
,2017-11-26,2017,11,29.7,0.0,
,2017-08-30,2017,8,29.15,2.6,
,2017-10-07,2017,10,28.95,2.2,
,2017-08-06,2017,8,28.6,2.6,
Boa Vista,2017-01-16,2017,1,28.55,0.0,2
,2017-03-10,2017,3,27.0,11.000000000000002,
,2017-09-06,2017,9,28.95,0.0,
,2017-02-09,2017,2,28.6,0.0,
Boa Vista,2017-03-09,2017,3,27.6,0.0,1
,2017-04-22,2017,4,29.4,0.0,
,2017-09-09,2017,9,29.95,0.2,
,2017-10-11,2017,10,30.05,0.0,
Boa Vista,2017-08-18,2017,8,30.4,0.0,2
,2017-01-13,2017,1,28.549999999999997,0.0,
,2017-02-05,2017,2,29.15,0.0,
,2017-09-26,2017,9,29.6,0.0,
,2017-01-14,2017,1,29.349999999999998,0.4,
,2017-11-19,2017,11,30.85,0.0,
Boa Vista,2017-12-07,2017,12,29.65,0.0,1
,2017-12-22,2017,12,29.6,0.4,
,2017-03-19,2017,3,28.9,0.0,
,2017-11-03,2017,11,30.8,0.0,
Boa Vista,2017-02-28,2017,2,29.25,0.0,1
,2017-08-21,2017,8,30.700000000000003,0.4,
,2017-12-01,2017,12,30.349999999999998,0.6000000000000001,
Boa Vista,2017-09-15,2017,9,29.6,0.0,1
,2017-10-12,2017,10,30.65,0.0,
,2017-11-11,2017,11,30.55,0.0,
Boa Vista,2015-11-23,2015,11,30.849999999999998,,1
Boa Vista,2015-07-22,2015,7,26.200000000000003,,4
Boa Vista,2015-08-25,2015,8,26.05,,4
Boa Vista,2015-07-21,2015,7,26.2,,5
Boa Vista,2015-07-18,2015,7,27.25,,1
Boa Vista,2015-06-24,2015,6,27.0,,1
,2015-06-28,2015,6,27.4,,
,2015-05-07,2015,5,24.65,,
Boa Vista,2015-08-19,2015,8,26.549999999999997,,5
Boa Vista,2015-06-23,2015,6,27.75,,3
,2015-06-11,2015,6,27.65,,
,2015-06-07,2015,6,27.25,,
Boa Vista,2015-01-06,2015,1,28.849999999999998,0.0,1
Boa Vista,2015-08-15,2015,8,28.45,,1
Boa Vista,2015-08-05,2015,8,28.35,,6
,2015-07-12,2015,7,27.8,,
,2015-05-16,2015,5,28.900000000000002,,
Boa Vista,2015-03-11,2015,3,29.6,0.0,1
Boa Vista,2015-09-15,2015,9,30.049999999999997,,3
,2015-01-11,2015,1,29.049999999999997,0.0,
,2015-02-28,2015,2,30.2,0.2,
Boa Vista,2015-01-14,2015,1,29.2,0.0,1
,2015-09-13,2015,9,30.65,,
,2015-01-15,2015,1,28.5,0.0,
,2015-02-15,2015,2,30.049999999999997,0.0,
,2015-12-27,2015,12,27.95,0.0,
,2015-10-19,2015,10,31.4,,
,2015-10-30,2015,10,30.25,,
Boa Vista,2015-09-05,2015,9,29.8,,3
,2015-04-30,2015,4,29.2,,
,2015-01-23,2015,1,29.5,0.0,
Boa Vista,2015-09-14,2015,9,30.700000000000003,,1
Boa Vista,2015-03-27,2015,3,30.35,0.0,1
Boa Vista,2015-09-29,2015,9,30.7,,1
,2015-03-07,2015,3,29.8,0.0,
Boa Vista,2015-05-04,2015,5,29.25,,1
,2015-05-03,2015,5,30.0,,
Boa Vista,2015-03-25,2015,3,30.45,0.0,2
,2015-10-17,2015,10,30.15,,
Boa Vista,2015-04-27,2015,4,29.450000000000003,,1
Boa Vista,2015-10-13,2015,10,31.2,,2
,2015-11-07,2015,11,30.299999999999997,,
,2015-05-01,2015,5,29.35,,
Boa Vista,2015-12-18,2015,12,29.8,0.0,1
,2015-10-10,2015,10,30.6,,
Boa Vista,2015-03-09,2015,3,29.9,0.2,1
Boa Vista,2015-04-16,2015,4,30.700000000000003,,1
,2015-11-24,2015,11,30.85,,
Boa Vista,2015-04-13,2015,4,30.8,,4
Boa Vista,2015-04-12,2015,4,29.95,,1
,2015-03-26,2015,3,30.849999999999998,0.0,
,2021-01-08,2021,1,26.049999999999997,0.4,
,2021-02-13,2021,2,,,
,2021-02-14,2021,2,,,
Boa Vista,2021-02-19,2021,2,,,1
,2021-02-27,2021,2,,,
,2021-03-14,2021,3,,,
,2021-03-19,2021,3,,,
,2021-03-24,2021,3,,,
,2021-03-27,2021,3,,,
,2021-04-01,2021,4,,,
,2021-04-02,2021,4,,,
,2021-04-09,2021,4,,,
,2021-04-11,2021,4,,,
Boa Vista,2021-04-12,2021,4,,,1
,2021-05-07,2021,5,,,
,2021-05-14,2021,5,,,
,2021-05-20,2021,5,,,
,2021-05-26,2021,5,,,
,2021-05-28,2021,5,,,
,2021-06-03,2021,6,,,
,2021-06-17,2021,6,,,
,2021-06-21,2021,6,,,
,2021-07-01,2021,7,,,
,2021-07-06,2021,7,,,
,2021-07-08,2021,7,,,
,2021-07-15,2021,7,,,
,2021-07-16,2021,7,,,
,2021-07-17,2021,7,,,
Boa Vista,2021-07-22,2021,7,,,2
,2021-07-29,2021,7,,,
,2021-08-01,2021,8,,,
,2021-08-10,2021,8,,,
,2021-08-12,2021,8,,,
,2021-08-18,2021,8,,,
,2021-08-19,2021,8,,,
,2021-08-24,2021,8,,,
,2021-09-19,2021,9,,,
,2021-10-03,2021,10,,,
,2021-10-18,2021,10,,,
,2021-10-22,2021,10,,,
,2021-10-24,2021,10,,,
,2021-10-31,2021,10,,,
,2021-11-01,2021,11,,,
,2021-11-15,2021,11,,,
,2021-11-20,2021,11,,,
Boa Vista,2021-11-22,2021,11,,,1
,2021-12-09,2021,12,,,
,2021-12-16,2021,12,,,
,2021-12-23,2021,12,,,
,2021-12-25,2021,12,,,
Boa Vista,2019-08-05,2019,8,23.65,52.99999999999999,1
Boa Vista,2019-10-16,2019,10,27.05,1.4,6
,2019-08-04,2019,8,27.05,24.4,
,2019-06-07,2019,6,26.799999999999997,45.6,
Boa Vista,2019-07-25,2019,7,27.9,2.0,3
Boa Vista,2019-10-18,2019,10,28.45,0.0,14
Boa Vista,2019-10-03,2019,10,28.799999999999997,0.0,5
Boa Vista,2019-10-17,2019,10,27.8,0.2,8
,2019-06-18,2019,6,27.8,0.4,
Boa Vista,2019-10-04,2019,10,28.75,0.0,3
Boa Vista,2019-09-05,2019,9,29.049999999999997,0.0,5
Boa Vista,2019-07-24,2019,7,28.099999999999998,8.2,1
Boa Vista,2019-08-27,2019,8,29.4,0.0,2
Boa Vista,2019-01-23,2019,1,29.1,0.0,1
,2019-01-08,2019,1,27.65,0.0,
Boa Vista,2019-11-19,2019,11,28.75,0.0,20
Boa Vista,2019-02-18,2019,2,28.650000000000002,0.0,1
Boa Vista,2019-12-23,2019,12,27.7,0.2,8
Boa Vista,2019-12-31,2019,12,28.2,1.8,3
,2019-05-08,2019,5,25.95,24.6,
Boa Vista,2019-10-24,2019,10,28.3,0.0,7
,2019-06-20,2019,6,28.5,0.0,
Boa Vista,2019-07-08,2019,7,27.299999999999997,2.2,1
Boa Vista,2019-12-02,2019,12,28.85,0.0,10
Boa Vista,2019-09-02,2019,9,29.049999999999997,0.0,1
Boa Vista,2019-11-13,2019,11,29.6,0.0,16
,2019-06-12,2019,6,27.85,5.0,
,2019-02-10,2019,2,29.25,0.0,
,2019-02-11,2019,2,29.650000000000002,0.0,
Boa Vista,2019-10-30,2019,10,30.150000000000002,0.0,5
,2019-06-21,2019,6,28.6,0.0,
Boa Vista,2019-12-25,2019,12,28.1,0.0,2
Boa Vista,2019-10-01,2019,10,29.1,0.0,10
Boa Vista,2019-12-12,2019,12,28.099999999999998,4.2,10
,2019-01-01,2019,1,29.349999999999998,0.0,
,2019-01-19,2019,1,29.65,0.0,
Boa Vista,2019-12-30,2019,12,28.8,0.0,7
,2019-09-08,2019,9,29.2,0.0,
Boa Vista,2019-10-28,2019,10,30.299999999999997,0.0,4
,2019-04-30,2019,4,29.95,0.0,
Boa Vista,2019-03-07,2019,3,30.95,0.0,2
,2019-04-02,2019,4,31.4,0.0,
,2019-04-24,2019,4,31.8,0.0,
Boa Vista,2019-03-08,2019,3,31.299999999999997,4.8,2
Boa Vista,2019-04-15,2019,4,30.5,0.0,1
Boa Vista,2019-04-23,2019,4,31.299999999999997,0.0,1
,2019-04-20,2019,4,31.05,0.0,
,2019-03-28,2019,3,31.7,0.0,
,2016-07-09,2016,7,27.700000000000003,0.2,
Boa Vista,2016-07-18,2016,7,26.95,0.2,1
,2016-10-23,2016,10,,,
,2016-06-21,2016,6,27.8,5.2,
,2016-08-07,2016,8,28.299999999999997,0.0,
Boa Vista,2016-07-29,2016,7,28.15,0.0,1
,2016-07-25,2016,7,28.5,0.6000000000000001,
,2016-06-18,2016,6,25.65,4.199999999999999,
Boa Vista,2016-05-13,2016,5,26.85,0.0,2
,2016-10-16,2016,10,28.55,0.0,
,2016-03-23,2016,3,30.9,0.0,
,2016-01-23,2016,1,29.5,0.0,
Boa Vista,2016-01-30,2016,1,30.05,0.0,1
,2016-04-09,2016,4,30.799999999999997,0.0,
,2016-01-17,2016,1,30.200000000000003,0.0,
,2016-01-13,2016,1,30.4,0.0,
,2016-09-27,2016,9,29.6,0.0,
Boa Vista,2016-10-14,2016,10,30.299999999999997,0.0,2
,2016-12-05,2016,12,29.75,0.0,
Boa Vista,2016-02-18,2016,2,29.75,0.0,1
Boa Vista,2016-02-19,2016,2,30.3,0.0,1
,2016-02-07,2016,2,29.1,0.0,
,2016-04-16,2016,4,29.8,0.0,
,2016-04-15,2016,4,30.450000000000003,0.0,
,2016-04-18,2016,4,30.95,0.0,
,2016-12-31,2016,12,28.6,0.0,
Boa Vista,2016-04-07,2016,4,29.849999999999998,0.0,1
,2016-12-16,2016,12,29.95,0.0,
Boa Vista,2016-08-18,2016,8,29.049999999999997,0.0,1
Boa Vista,2016-08-19,2016,8,28.700000000000003,0.0,1
,2016-12-29,2016,12,29.0,0.0,
,2016-12-22,2016,12,28.75,0.0,
,2016-08-29,2016,8,28.35,0.0,
Boa Vista,2016-06-14,2016,6,26.9,20.400000000000002,1
,2016-12-24,2016,12,26.25,53.599999999999994,
,2016-05-25,2016,5,28.75,2.0,
Boa Vista,2016-02-11,2016,2,27.9,0.0,1
Boa Vista,2016-08-26,2016,8,26.6,20.2,1
,2016-05-18,2016,5,27.4,6.800000000000001,
,2016-05-31,2016,5,26.0,8.0,
,2016-06-01,2016,6,23.6,56.400000000000006,
,2024-03-12,2024,3,31.25,0.0,
,2023-04-06,2023,4,29.6,0.0,
,2023-04-03,2023,4,29.35,0.0,
,2024-03-22,2024,3,31.65,0.0,
,2024-10-13,2024,10,30.700000000000003,0.0,
,2023-02-19,2023,2,27.700000000000003,0.0,
Boa Vista,2024-07-25,2024,7,28.65,1.2,1
,2023-05-04,2023,5,29.0,0.0,
,2023-11-12,2023,11,,,
,2023-08-30,2023,8,,,
Boa Vista,2023-10-17,2023,10,,,2
,2023-11-11,2023,11,,,
,2023-09-05,2023,9,,,
,2023-09-23,2023,9,,,
,2023-11-18,2023,11,,,
,2024-05-12,2024,5,28.4,1.0,
,2024-07-28,2024,7,30.8,0.0,
Boa Vista,2024-05-16,2024,5,29.75,0.6,4
Boa Vista,2024-08-23,2024,8,30.9,0.0,1
,2024-06-09,2024,6,27.85,2.6000000000000005,
,2024-07-02,2024,7,29.75,0.0,
Boa Vista,2024-07-23,2024,7,28.3,0.4,5
Boa Vista,2024-05-07,2024,5,26.15,1.2000000000000002,2
,2024-07-06,2024,7,27.75,0.2,
Boa Vista,2024-08-22,2024,8,30.400000000000002,6.6000000000000005,1
Boa Vista,2024-06-26,2024,6,27.65,3.6,4
